"","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
"1831",330.6,331,316.5,317.11,6126700,317.11
"1832",314,316.5,309.5,311.73,7287500,311.73
"1833",317.67,320.48,311.28,315.91,4293500,315.91
"1834",316.7,318.28,305.5,316.08,5398600,316.08
"1835",321.17,324,314.71,323.68,4284900,323.68
"1836",319.76,328.66,319.76,324.91,4299200,324.91
"1837",323.97,331.15,322.31,330.87,2999400,330.87
"1838",332,337.5,328.94,329.32,3711600,329.32
"1839",333.06,333.13,323.39,324.58,3604600,324.58
"1840",329.67,337.4,322.95,337.15,9293700,337.15
"1841",316.25,316.49,302.71,303.83,16180200,303.83
"1842",304,304.39,288,296.58,14479800,296.58
"1843",296.44,301.84,290.45,300.38,6509300,300.38
"1844",298.1,304.56,298.1,304.13,4088600,304.13
"1845",304.13,310.48,304,307.89,4328600,307.89
"1846",310.42,313.29,304.31,308.01,3995100,308.01
"1847",306.37,310.23,305,310.05,2519900,310.05
"1848",309.53,309.81,297.04,297.38,4682300,297.38
"1849",295.56,296.4,286.68,292.71,7015200,292.71
"1850",290.82,295.88,287.23,288.32,3848200,288.32
"1851",290.57,293.68,284.38,292.24,4063000,292.24
"1852",294.3,303.34,294.16,302.86,3729600,302.86
"1853",302.6,305.6,300.75,304.64,3509900,304.64
"1854",302.5,304.64,296.66,297.62,3323300,297.62
"1855",298.02,299.2,290.38,295.19,4295100,295.19
"1856",292.8,298.88,291.55,297.7,3636800,297.7
"1857",295.76,299,293.81,296.76,2284200,296.76
"1858",297.1,304.46,296.75,301.19,4095700,301.19
"1859",302.21,305.96,301.52,305.01,3408800,305.01
"1860",305.05,308.54,303.01,304.91,2576800,304.91
"1861",305.46,312.35,304.9,312.24,3052900,312.24
"1862",314.41,314.63,307.38,310.82,4862100,310.82
"1863",309.5,313.82,307.42,310.16,2726000,310.16
"1864",310.42,314.87,310.2,313.78,2365500,313.78
"1865",314.43,314.65,307.57,312.55,4260200,312.55
"1866",312.59,312.6,307,308.84,2203400,308.84
"1867",305.75,307.92,305.07,307.19,2379200,307.19
"1868",306.85,309.5,303.84,306.78,2107100,306.78
"1869",308.1,327.94,306.9,323.57,7796700,323.57
"1870",325,330.88,324.93,329.67,5244000,329.67
"1871",331.57,333,325.65,327.5,3212200,327.5
"1872",327.65,335.5,327.5,332.41,3663400,332.41
"1873",336,340.72,333.88,335.2,4436800,335.2
"1874",335.55,335.55,324.66,325.91,4276300,325.91
"1875",327.05,329.3,323.53,326.27,2764800,326.27
"1876",324.86,328.69,323.52,327.62,2449800,327.62
"1877",327.54,331.34,325.23,325.62,2924100,325.62
"1878",328,335.75,325,334.38,6401500,334.38
"1879",335.26,338.9,325.98,327,5320600,327
"1880",327.76,328.22,320.42,324.2,6054000,324.2
"1881",323.33,327.55,321.41,327.24,2604800,327.24
"1882",327.54,329.73,322.74,324.16,2626600,324.16
"1883",324.33,328.15,321.74,327.44,2327800,327.44
"1884",328.49,328.65,322.13,325.69,2699500,325.69
"1885",325.88,326.52,323.27,324.57,2416200,324.57
"1886",324.98,326.98,322.24,324.78,2671300,324.78
"1887",325.86,333.2,325.1,332.39,3173600,332.39
"1888",333.2,336.76,331.66,332.85,2681300,332.85
"1889",334.83,338.3,333.08,337.49,1944300,337.49
"1890",337.5,337.55,332.52,333.55,2128900,333.55
"1891",333.1,333.74,321.4,323.81,4271600,323.81
"1892",324.71,330.2,323.15,329.97,3166100,329.97
"1893",324.34,329.98,322.65,327.92,2665000,327.92
"1894",334.71,347,334.71,346.2,8300800,346.2
"1895",347.03,355.77,345.36,355.32,5609900,355.32
"1896",353.72,355.59,349.4,354.44,4170900,354.44
"1897",355.62,359.32,353,355.9,3503600,355.9
"1898",353.44,356.96,351.38,352.45,3636000,352.45
"1899",354.4,359.68,352.08,358.66,3407400,358.66
"1900",358.1,361.71,356.72,359.76,2278400,359.76
"1901",355.25,362.93,355.25,360.84,2888900,360.84
"1902",359.05,360.63,356.62,358.14,2687300,358.14
"1903",359.98,364.85,358.52,358.61,7e+06,358.61
"1904",317.3,324.87,314.76,324.01,17846500,324.01
"1905",324.25,324.82,316.5,320.41,5932000,320.41
"1906",321.98,322.9,319.5,320,2883800,320
"1907",321.45,322.73,318.5,322.51,3969000,322.51
"1908",320.01,320.68,311.86,312.99,5192000,312.99
"1909",313.69,315.83,304.59,307.06,7441500,307.06
"1910",308.84,316.18,308.5,313.65,4200900,313.65
"1911",313.3,314.55,310.06,312.32,2852100,312.32
"1912",310.83,315.78,310.2,313.89,2296900,313.89
"1913",315.21,315.88,309.65,311.45,2935600,311.45
"1914",311.94,317.32,310.66,316.8,2705900,316.8
"1915",318.48,320.38,316.88,318.33,2468600,318.33
"1916",318.89,321.31,316.95,319.32,1915800,319.32
"1917",327.6,331.72,326.14,326.28,4945100,326.28
"1918",327.8,334.09,326.71,333.21,3420400,333.21
"1919",334,335,328.32,333.63,3896700,333.63
"1920",335.48,337.8,333.77,334.53,2485400,334.53
"1921",334.87,335.81,333.01,335.13,1713800,335.13
"1922",334.68,337.16,334.02,335.78,1810500,335.78
"1923",336.48,336.58,332.23,332.91,1971100,332.91
"1924",332.99,334.08,330.8,331.59,2211200,331.59
"1925",333.21,336.77,332.71,334.02,1957700,334.02
"1926",337,344.36,334.55,341.83,3638200,341.83
"1927",342.09,346.67,341.34,343.18,2961600,343.18
"1928",340,341.79,338.8,340.02,2252700,340.02
"1929",341.76,341.82,337.68,339.04,1939500,339.04
