"","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
"1",38.68,39.06,38.05,38.7,12405100,38.7
"2",38.59,39.14,38.26,38.9,6318400,38.9
"3",38.72,38.79,37.6,38.37,6619700,38.37
"4",38.22,38.31,37.17,37.5,6783000,37.5
"5",37.6,38.06,37.34,37.78,5703000,37.78
"6",37.49,37.7,37.07,37.15,6527500,37.15
"7",37.17,38,37.17,37.4,6465600,37.4
"8",37.36,38.21,37.27,38.2,4466400,38.2
"9",38.4,38.89,37.97,38.66,5643700,38.66
"10",38.7,39,37.78,37.88,5026800,37.88
"11",37.5,37.65,36.72,36.98,9105000,36.98
"12",36.69,37.48,36.6,37.02,6095900,37.02
"13",37.65,37.9,36.8,36.95,8317000,36.95
"14",36.9,37.07,36.3,36.43,5313600,36.43
"15",36.51,37.36,36.5,37.26,5271700,37.26
"16",38.08,38.23,36.78,37.08,6747600,37.08
"17",37.26,37.26,36.3,36.85,4139300,36.85
"18",36.7,37.45,36.54,37.43,7395000,37.43
"19",37.29,37.42,36.63,37.05,4813500,37.05
"20",36.95,38.19,36.76,37.67,7277500,37.67
"21",37.95,39.3,37.85,38.7,26123100,38.7
"22",37.23,37.74,36.68,37.39,25850700,37.39
"23",37.25,37.42,36.77,37.16,6110900,37.16
"24",37.2,38.41,37.08,38.27,8612700,38.27
"25",38.49,39.52,38.4,38.98,10503200,38.98
"26",38.95,39.51,38.67,39.1,5483600,39.1
"27",39.19,39.31,38.66,38.72,5960100,38.72
"28",38.79,38.99,38.36,38.85,3835700,38.85
"29",38.85,39.61,38.85,39.31,4505500,39.31
"30",39.23,40.28,39.14,40.14,6814100,40.14
"31",40.14,40.32,39.86,40.06,5088200,40.06
"32",39.9,40.44,39.87,40.33,4679000,40.33
"33",40.13,41.74,40,41.51,8903400,41.51
"34",41.19,41.32,40.92,41.26,4508400,41.26
"35",41.4,42,40.89,41,4926100,41
"36",41,41.2,40.74,40.78,5497400,40.78
"37",40.86,41.2,40.4,40.88,4035200,40.88
"38",40.19,40.54,38.78,38.83,8850700,38.83
"39",38.91,39.58,38.08,39.14,7687400,39.14
"40",39.32,39.32,38.05,38.85,9255800,38.85
"41",38.32,38.87,37.69,37.69,7787800,37.69
"42",37.15,38.32,37.04,37.05,9565600,37.05
"43",37.69,38.66,37.41,38.58,12848200,38.58
"44",38.68,39.32,38.28,38.36,8644600,38.36
"45",38.77,39.22,37.98,38.1,7629300,38.1
"46",38.48,38.89,38,38.84,6200100,38.84
"47",38.64,39.05,38.38,38.81,4879000,38.81
"48",38.3,38.88,37.69,37.82,5204100,37.82
"49",37.76,38.22,37.26,38.08,8591100,38.08
"50",38.1,38.29,37.55,37.78,7265700,37.78
"51",37.72,38.08,37.52,37.85,6865500,37.85
"52",38,38.54,38,38.45,4226600,38.45
"53",38.53,38.69,38.23,38.58,3801300,38.58
"54",38.55,39.8,38.31,39.8,4996400,39.8
"55",39.48,39.72,38.91,39.49,5331500,39.49
"56",39.56,39.6,38.98,38.98,2941500,38.98
"57",38.98,39.05,38.43,39.01,3521100,39.01
"58",38.82,39.42,38.76,39.37,3993600,39.37
"59",39.09,39.51,38.74,39.34,6202200,39.34
"60",39.65,39.92,39.3,39.81,6405200,39.81
"61",39.75,40.24,39.42,39.79,5996900,39.79
"62",39.85,40.47,39.55,40.42,7091300,40.42
"63",40.42,41.38,40.4,41.19,5968200,41.19
"64",41.22,41.55,40.92,41.53,4064700,41.53
"65",41.57,41.76,41.44,41.68,3288400,41.68
"66",41.72,42.14,41.61,41.66,4182700,41.66
"67",41.57,41.96,41.46,41.86,3421800,41.86
"68",41.73,41.87,41.24,41.68,5078400,41.68
"69",41.73,42.37,41.4,42.27,4754500,42.27
"70",42.19,42.5,41.93,42.41,3610000,42.41
"71",43.77,45.3,43.67,45.2,13444000,45.2
"72",45.28,45.32,44.75,45.07,7398900,45.07
"73",44.8,45.15,44.63,44.99,4996400,44.99
"74",44.61,45.15,44.41,44.64,4809700,44.64
"75",45.09,45.17,44.52,44.95,5980500,44.95
"76",44.27,44.81,44.16,44.77,7088600,44.77
"77",44.75,45,44.43,44.75,19887600,44.75
"78",53.12,57.18,52.95,56.81,104329200,56.81
"79",56.5,63.04,56.07,62.78,62179500,62.78
"80",61.24,63.84,60.62,62.6,50733400,62.6
"81",61.91,62.44,61.18,61.33,23979200,61.33
"82",61.12,62.04,60.28,62.04,18519000,62.04
"83",61.68,62.25,60.9,61.18,14427200,61.18
"84",61.08,62.54,60.76,62.19,13482000,62.19
"85",62.39,63.75,62.35,63.23,14299300,63.23
"86",62.43,63.23,60.71,60.82,14808300,60.82
"87",60.54,61.84,59.7,61.83,13551100,61.83
"88",62,62.95,61.3,62.85,8874900,62.85
"89",62.44,62.65,60.85,60.92,10052000,60.92
"90",60.96,61.6,60.56,61.56,7919100,61.56
"91",61.68,61.74,60.6,61.7,7760400,61.7
"92",61.4,61.97,60.52,60.58,8702100,60.58
"93",61.02,63.34,60.1,63.22,14485400,63.22
"94",62.88,63.52,62.02,62.17,11870900,62.17
"95",62.48,63.3,62.28,63.3,9799200,63.3
"96",63.58,68.68,63.3,68.3,36468800,68.3
"97",68.48,69.07,67.21,68.88,17211300,68.88
"98",69.21,73.31,68.79,69,42582500,69
"99",69.04,70.42,67.71,69.35,23824600,69.35
"100",69.69,69.7,68.25,68.55,9987200,68.55
"101",68.43,69.78,67.72,69.63,11730800,69.63
"102",69.06,70.08,68.86,69.86,10576100,69.86
"103",70.68,70.74,68.57,69.14,9310200,69.14
"104",68.9,69.3,68.35,68.58,7014500,68.58
"105",68.25,70.65,67.65,70.42,11380500,70.42
"106",71.1,74.24,70.86,73.65,30442500,73.65
"107",73.14,73.75,71.86,72.29,15591000,72.29
"108",72.57,74.72,70.88,72.04,24138200,72.04
"109",72.47,73.24,71.05,73.24,10204500,73.24
"110",73,73.05,71,71.17,11159100,71.17
"111",70.44,70.76,69.42,70.07,11829500,70.07
"112",70.9,71.89,69.25,70.89,11917900,70.89
"113",70.9,72.12,70.8,71.94,8245300,71.94
"114",72.85,72.87,71.19,72.4,9833200,72.4
"115",72.34,72.64,71.4,71.83,7813600,71.83
"116",71.55,71.66,69.68,69.81,11871000,69.81
"117",70.25,70.5,69.05,69.1,9172600,69.1
"118",69.16,69.77,68.66,69.67,7609700,69.67
"119",69.55,69.88,68.42,68.86,8382600,68.86
"120",69.35,69.63,68.3,68.66,7593500,68.66
"121",68.53,68.63,67.38,67.48,11247800,67.48
"122",66.96,68.21,66.71,68.14,8242900,68.14
"123",68.46,70.23,68.15,68.89,9782200,68.89
"124",69.03,69.19,68.15,68.41,5316600,68.41
"125",68.81,69.71,68.2,69.61,4906100,69.61
"126",70.04,70.05,69.02,69.45,2223500,69.45
"127",69.36,69.65,68.06,68.73,4487900,68.73
"128",68.75,69.3,68.01,68.97,4615300,68.97
"129",69.38,72.35,69.02,72.07,14816900,72.07
"130",71.65,71.94,70.07,70.28,8885400,70.28
"131",70.58,71.65,70.15,70.73,6593600,70.73
"132",71.31,73.57,70.73,72.79,11451600,72.79
"133",73.08,75.35,72.97,75.1,12502000,75.1
"134",74.73,74.84,73,73.69,8334900,73.69
"135",74.39,74.52,73.59,73.79,6084400,73.79
"136",73.27,73.49,72.25,73.32,6289700,73.32
"137",74.24,74.32,73.12,73.35,5273500,73.35
"138",72.62,72.96,70.5,71.63,9130700,71.63
"139",71.78,72.67,70.85,71.74,9267800,71.74
"140",71.04,72.16,68.85,69.25,25342300,69.25
"141",84.66,88.8,83.65,86.18,60452400,86.18
"142",85.02,89,83.43,84.01,23267100,84.01
"143",84.27,85.33,82.48,84.04,13942600,84.04
"144",83,84.05,81.51,82.7,12855600,82.7
"145",83.7,83.73,78,78.54,14104500,78.54
"146",78.1,78.15,75.06,77.31,16918000,77.31
"147",77.86,79.76,76.12,79.71,10361600,79.71
"148",79.54,80.75,76.71,76.8,7987500,76.8
"149",77.06,79,76.6,79,9002900,79
"150",78.55,80,77.89,79.14,8059300,79.14
"151",79.77,79.88,76.56,77.78,8244800,77.78
"152",76.4,77.26,74.11,74.11,8348400,74.11
"153",73.15,76.5,72.37,74.78,9067600,74.78
"154",76.09,76.32,74.7,74.87,6068600,74.87
"155",74.79,74.79,72.92,73.45,5946200,73.45
"156",73.02,75.15,72.26,72.38,6375900,72.38
"157",72,73.24,70.05,72.79,10787300,72.79
"158",74.49,75.04,73.11,75.02,7240600,75.02
"159",74.98,75.28,73.8,74.7,5916100,74.7
"160",74.21,77.83,74.09,77.49,8429100,77.49
"161",78.24,79.49,77.84,78.5,6848100,78.5
"162",78.94,79,76.51,77.3,5665000,77.3
"163",76.8,79.4,76.69,79.25,5665700,79.25
"164",80.56,80.8,78.42,78.65,6951300,78.65
"165",77.86,78.65,76.08,76.22,5767000,76.22
"166",76.96,79.05,76.86,79.05,5076800,79.05
"167",78.4,80.11,78.3,78.68,4628800,78.68
"168",80,80.53,79.7,79.91,6157400,79.91
"169",79.9,83.53,79.73,82.7,8266000,82.7
"170",82.24,84.89,82.22,83.75,9062200,83.75
"171",84.5,86.46,82.85,86.21,8826900,86.21
"172",84.7,84.97,83.21,84.52,8231200,84.52
"173",84.93,85.16,82.51,83.34,5366900,83.34
"174",84.17,86.61,83.53,86.28,6859800,86.28
"175",86.07,88.89,85.97,87.3,9030300,87.3
"176",87.95,88.07,86.5,87.26,5983500,87.26
"177",86.41,88.09,86.31,87.77,3954700,87.77
"178",86.98,87.34,85.98,86.91,4484500,86.91
"179",87.38,91.6,86.71,88.75,8924400,88.75
"180",89.52,89.82,88.26,89,6458700,89
"181",88.9,90.42,88.82,89.65,5780800,89.65
"182",90.29,91.9,89.65,91.3,6524500,91.3
"183",91.3,93.75,90.81,92.59,5321800,92.59
"184",91.99,93.5,90.95,93.48,5800300,93.48
"185",94.04,94.26,92.29,93.43,5770300,93.43
"186",94.07,94.11,93.11,93.38,2812700,93.38
"187",92.77,93.6,91.7,93.15,4813700,93.15
"188",93.42,94.1,92.83,93.41,5397400,93.41
"189",93.86,93.9,91.4,92.36,4867200,92.36
"190",92.19,92.8,91.78,92.46,5052200,92.46
"191",92.55,92.57,91.45,92.26,3318300,92.26
"192",93.55,93.71,92.34,93.43,5523500,93.43
"193",94.22,95.85,94,95.85,7428400,95.85
"194",96.59,96.73,94.75,95.32,7144600,95.32
"195",95.5,95.75,94.37,94.66,5567800,94.66
"196",95.33,95.74,88.13,89.34,9822400,89.34
"197",89.42,92.39,88.92,92.37,8359900,92.37
"198",91.8,92.12,90.1,90.53,5608800,90.53
"199",88.69,90.05,88.5,89.53,8511500,89.53
"200",91.9,91.9,89.06,90.55,7678700,90.55
"201",89.37,90.43,89.15,89.85,5329500,89.85
"202",89.93,90.65,89.32,89.76,9126200,89.76
"203",89.25,91.69,89.02,91.29,9868400,91.29
"204",95.28,101.09,94.21,100.82,41761800,100.82
"205",90.87,90.88,83.27,88.73,41617400,88.73
"206",88.23,89.5,86.32,88.21,11630900,88.21
"207",89,90.88,87.7,90,8826200,90
"208",90.41,91.47,89.48,90.1,7097200,90.1
"209",89.67,90.65,88.05,88.24,5405400,88.24
"210",88.05,89.6,87,89.15,7044800,89.15
"211",87.75,89.58,86.5,87.65,8265700,87.65
"212",87.97,88.12,83.5,85.98,10230500,85.98
"213",84.35,86.02,82.76,84.37,7453100,84.37
"214",84.61,87.5,84.37,87.27,7934000,87.27
"215",86.41,89.16,86.16,87.04,8397800,87.04
"216",86.8,86.96,81.4,83.58,11803200,83.58
"217",82.42,82.42,78.84,78.89,11620200,78.89
"218",78.26,80.09,76.5,77,9396900,77
"219",77.91,80.05,77.8,79.86,9496300,79.86
"220",80.4,81.15,78.15,78.51,8427400,78.51
"221",79.43,79.73,76.7,77.85,7831500,77.85
"222",77.01,78.99,76.63,78.6,7114100,78.6
"223",78.83,79.75,77.94,79.18,8649800,79.18
"224",79.86,82,78.31,80.39,11610000,80.39
"225",79.24,80.86,78.65,79.76,6678300,79.76
"226",80.11,81.45,78.98,81.43,2780900,81.43
"227",82.3,84.49,81.14,81.3,8610500,81.3
"228",82.92,85.65,82.21,85.59,8634200,85.59
"229",87.55,90.57,86.75,90.3,11403400,90.3
"230",89.89,91.47,88.68,89.15,6977100,89.15
"231",90.56,91.08,88.31,90.56,6881600,90.56
"232",90.03,92.25,89.77,90.91,6000500,90.91
"233",90.04,94.56,90.04,94.41,7337900,94.41
"234",94.99,94.99,91.98,93.19,6608600,93.19
"235",93.28,95,92.83,94.21,5472700,94.21
"236",94.56,94.68,92.91,94.31,3934800,94.31
"237",94.31,94.35,92.3,93.02,5180600,93.02
"238",93.1,95.94,90.75,90.75,10269600,90.75
"239",92.84,93.75,89.32,91.28,7228100,91.28
"240",91.05,93,90.63,92.4,6046300,92.4
"241",90.77,91.24,88.93,89.08,6002300,89.08
"242",89.01,89.06,84.99,85.09,7697700,85.09
"243",85.83,87.46,83.86,86.89,7266100,86.89
"244",86.94,89.95,86.83,89.38,7616200,89.38
"245",90.14,90.75,89.09,90.58,5879800,90.58
"246",91.47,92.28,90.39,91.26,6604900,91.26
"247",91.05,91.56,90.3,91.01,2017100,91.01
"248",91.48,93.94,90.5,92.85,5442200,92.85
"249",92.67,95.29,92.5,94.25,7113700,94.25
"250",95.27,95.9,92.1,94.45,7587900,94.45
"251",93.81,94.37,92.45,92.64,5755200,92.64
"252",95.35,97.43,94.7,96.25,13858700,96.25
"253",96.06,97.25,94.52,95.21,9122500,95.21
"254",93.26,93.4,88.5,88.79,10270000,88.79
"255",88.62,90.57,85.47,88.82,9981600,88.82
"256",87.55,91.83,86.93,87.88,12283300,87.88
"257",87.56,87.8,80.24,85.22,16410900,85.22
"258",83.98,85.97,82.97,84.26,11609900,84.26
"259",84.03,84.03,80.29,81.08,10624300,81.08
"260",82.18,83.32,78.87,82.87,9056100,82.87
"261",80.49,81.01,78.51,80.24,9655900,80.24
"262",79.58,82.36,78.44,80.35,12407000,80.35
"263",80.16,82.25,79.54,80.12,9900900,80.12
"264",79.93,82.31,78.04,79.76,13364300,79.76
"265",73.58,79.72,72.22,78.48,12822200,78.48
"266",75.6,76.8,69.95,73.97,20405700,73.97
"267",74.53,77.88,74.19,77.67,9886600,77.67
"268",78.69,81.43,76.33,77.6,10027600,77.6
"269",76.91,77.4,74.34,75.82,8505300,75.82
"270",75.77,75.9,72.06,73.95,9958000,73.95
"271",73.54,77.42,73.25,74.21,25298700,74.21
"272",68.91,78.87,68.84,77.7,42885900,77.7
"273",79.02,79.4,73.37,74.63,16361000,74.63
"274",74.5,76.66,73.9,73.95,9155200,73.95
"275",72.8,74.21,72,72.09,9633900,72.09
"276",72.3,72.43,68.17,68.49,12399500,68.49
"277",67.37,72.71,67.22,70.91,14501700,70.91
"278",73.4,74.6,72.52,73.5,11700400,73.5
"279",73.14,75.96,72.77,75.19,7763700,75.19
"280",75.43,77.05,73.79,74.45,9449000,74.45
"281",74.99,78.85,73.27,77.73,11070300,77.73
"282",77.73,77.88,75.18,75.8,7497200,75.8
"283",75,75.19,71.94,72.96,11120100,72.96
"284",73.54,74,71.55,72.08,7109200,72.08
"285",71.9,73.88,71.1,73.64,6450700,73.64
"286",73.94,74.21,69.37,69.9,13150800,69.9
"287",70.54,72.21,69.86,72.08,12342700,72.08
"288",72.35,73.5,71.41,73.27,7858200,73.27
"289",71.91,73.5,70.28,71.69,9891300,71.69
"290",70.68,71.48,69.57,70.87,8930500,70.87
"291",70.3,70.6,67.11,67.85,13167800,67.85
"292",67.01,67.5,63.97,64.47,11664600,64.47
"293",63.59,64.49,61.2,62.43,13721100,62.43
"294",61.67,66.6,61.23,65.34,16703600,65.34
"295",65.66,66.34,63.82,64.99,11126400,64.99
"296",64.75,65.46,62.5,62.74,8343300,62.74
"297",62.2,64.87,62.01,64.09,10438100,64.09
"298",63.9,65.15,62.91,63.47,9321000,63.47
"299",65.95,67.17,63.71,67.15,9742900,67.15
"300",66.77,68.23,65.64,66.51,7748800,66.51
"301",65.11,69.55,64.37,68.32,10707500,68.32
"302",68.61,70.68,66.06,68.22,12420700,68.22
"303",65.72,67.79,64.92,66.53,9709100,66.53
"304",68.25,71.93,67.59,71.7,9550700,71.7
"305",71.1,74,70.17,70.17,11041900,70.17
"306",70.17,73.49,69.38,73.19,11410700,73.19
"307",73.82,76.93,72.75,75.95,9395400,75.95
"308",75.83,76.29,74.05,75.17,6327500,75.17
"309",74.14,75.12,73.24,73.8,6285100,73.8
"310",74.37,74.69,70.8,70.8,7942400,70.8
"311",71,72.21,69.26,69.76,5279100,69.76
"312",70.25,71.64,69.63,71.3,5470300,71.3
"313",72.99,77.09,72.76,76.7,9734000,76.7
"314",77.08,79,76.12,77.37,8592400,77.37
"315",75.15,76.01,73.81,74.94,8149900,74.94
"316",75.26,77.83,74.28,76.87,7152800,76.87
"317",77.36,78.43,76,76.9,6672400,76.9
"318",76.4,77.61,75.5,77.3,4966000,77.3
"319",76.56,76.67,73.66,74.39,6660300,74.39
"320",74.48,75.49,72.73,74.83,6255500,74.83
"321",73.84,74.3,71.62,71.99,6785600,71.99
"322",71.7,74,71.29,72.61,4354500,72.61
"323",72.97,73.98,70.65,72.5,6813100,72.5
"324",73.02,75,72.94,74.59,6746800,74.59
"325",74.18,75.02,73.61,74.04,6220000,74.04
"326",76.48,82,76.32,80.1,16791300,80.1
"327",80.03,81.34,79.06,80.18,9335400,80.18
"328",79.94,79.94,77.54,79.6,7245000,79.6
"329",80.3,82.64,78.74,81,19250400,81
"330",77.71,80.53,76.93,77.69,21073500,77.69
"331",77.81,81.32,77.26,80.86,9456500,80.86
"332",80.64,82.5,80.12,81.97,10991900,81.97
"333",81.42,81.77,79.86,80.74,6726400,80.74
"334",80.9,81.34,77.92,78.63,7875700,78.63
"335",78.4,80.01,77.97,79.36,7197000,79.36
"336",80.3,81.2,76.4,77.31,8154900,77.31
"337",77.27,77.77,75.87,75.92,5647400,75.92
"338",75.51,76.77,75.05,75.71,6545700,75.71
"339",75.26,76.64,73.09,73.18,8376600,73.18
"340",73.73,74.16,71.56,72.79,8131300,72.79
"341",72.2,73.34,71.66,72.41,4243500,72.41
"342",73,74.93,71.78,74.53,7215400,74.53
"343",74.57,74.96,73.31,74.56,5020800,74.56
"344",74.92,75.75,73.98,74.2,4589200,74.2
"345",73.89,76.32,73.55,76.12,6917700,76.12
"346",76.42,76.83,74.86,76.46,6206700,76.46
"347",79.01,84.75,78.86,82.29,18684800,82.29
"348",82.17,82.7,80.03,80.72,7912200,80.72
"349",80.37,81.15,77.5,78.3,7070500,78.3
"350",78.68,79.69,78,79.26,5390600,79.26
"351",78.55,78.87,77.43,78.35,6331900,78.35
"352",78.26,80.9,77.97,80.62,10108200,80.62
"353",80.73,80.79,78.99,80.08,6700600,80.08
"354",80.61,81.96,80.17,80.35,6857600,80.35
"355",80.58,81.77,80.3,81.62,5270600,81.62
"356",81.15,81.57,80.05,80.23,6215200,80.23
"357",80.71,81.89,79.26,80.11,5870000,80.11
"358",80.11,81.82,79.72,81.5,6458300,81.5
"359",82.11,84.88,81.8,84.51,8938700,84.51
"360",83.24,83.64,80.56,80.63,7843700,80.63
"361",81.19,81.53,78.12,79.43,6537300,79.43
"362",78.2,81.04,78.2,79.62,6065600,79.62
"363",79.35,80,77.03,77.28,5874500,77.28
"364",78.02,79.05,75.01,76.15,6204400,76.15
"365",76.7,80,76.7,79.17,5974500,79.17
"366",78.42,82.53,78.41,81.7,5754400,81.7
"367",83.15,84.3,82.8,82.97,8802400,82.97
"368",82,83.17,81.32,82.52,6846600,82.52
"369",82.21,84.47,81.5,84.26,6717300,84.26
"370",83.1,83.46,80.51,81.1,6588900,81.1
"371",81.3,82.15,79.55,80.68,7425800,80.68
"372",79.55,80.79,77.63,79.64,7140100,79.64
"373",80.45,82.15,79.52,80.51,7393300,80.51
"374",79.1,79.89,76,76.3,11310100,76.3
"375",75.59,76.07,72.62,74.66,11840500,74.66
"376",75.03,76.12,73.21,73.33,7104100,73.33
"377",72.24,74.23,70.52,73.62,10292500,73.62
"378",74.16,74.41,71.38,71.44,7044400,71.44
"379",72.51,73.84,70.52,72,4248200,72
"380",72.37,74.4,70.76,72.49,7355500,72.49
"381",72.38,75.49,71.75,75.04,7916000,75.04
"382",74.56,74.9,70.48,70.61,6912100,70.61
"383",70.7,71.77,67.99,70.63,9941600,70.63
"384",69.4,69.99,66.74,68.54,7930000,68.54
"385",69.31,69.5,65.59,66.28,9021300,66.28
"386",65.87,68.62,62.99,67.03,11342100,67.03
"387",66.94,72.75,66.84,71.84,12038900,71.84
"388",71.2,72.38,67.74,72.11,9597400,72.11
"389",69.94,70.84,68.4,69.12,8298000,69.12
"390",69.52,69.8,66.3,68.48,6896900,68.48
"391",67.09,69.14,65.88,67.97,8795800,67.97
"392",67.46,72.07,67.46,70.54,17916200,70.54
"393",76.3,82.38,76.29,78.72,30996600,78.72
"394",79.63,80.94,78.12,78.31,9150700,78.31
"395",77.09,78.31,74.86,75.98,10480200,75.98
"396",76.49,78.8,76.16,78.21,6770900,78.21
"397",78.36,79.85,76.42,78.21,7567300,78.21
"398",76.75,78.17,76.1,76.34,5300700,76.34
"399",76.36,76.49,74.05,75.75,4774500,75.75
"400",75.99,77.3,75.01,75.71,4498200,75.71
"401",76.92,79.52,76.52,79.11,7794600,79.11
"402",78.55,78.63,76.73,78.09,6406100,78.09
"403",77.01,78.05,76,76.95,5444800,76.95
"404",76.78,81.21,76.29,80.51,9162700,80.51
"405",80.18,91.75,79.78,88.09,25070200,88.09
"406",87.32,88.48,86.1,87.25,8026500,87.25
"407",86.28,88.25,84.54,86.69,7208800,86.69
"408",85.71,88.75,85.22,88.03,6901700,88.03
"409",88.28,89.53,86.26,86.4,6871600,86.4
"410",86.09,86.28,83.04,83.11,6547400,83.11
"411",83.09,83.51,81.06,81.29,6630400,81.29
"412",82,83.25,81.2,82.13,5950600,82.13
"413",81.41,83.77,80.98,83.26,6157800,83.26
"414",84.27,85.46,83.93,85.26,4677800,85.26
"415",84.63,84.64,82.45,82.85,4356400,82.85
"416",82.74,83.12,81.25,81.76,4374200,81.76
"417",81.44,82.74,81,81.73,5627300,81.73
"418",82.21,83.65,81.8,83.42,7834100,83.42
"419",82.9,82.9,80.5,80.81,4728700,80.81
"420",83.16,84.5,81.21,81.41,6000800,81.41
"421",81.4,82,80.02,80.77,5742600,80.77
"422",80.6,80.81,78.02,78.03,8316500,78.03
"423",77.34,80.72,77.08,79.19,8069100,79.19
"424",82.25,83.75,78.85,81.16,9490600,81.16
"425",80.76,81.96,78.99,79.04,5821800,79.04
"426",80.01,80.22,76.15,76.74,9444700,76.74
"427",75.27,79.8,75.1,79.51,7813600,79.51
"428",78.81,79.6,76.62,78.3,6480100,78.3
"429",76.86,79.88,76.3,77.34,8980800,77.34
"430",76.8,79.63,76.67,78.73,13092200,78.73
"431",77.68,78.24,71.24,71.54,13165600,71.54
"432",73.08,77.5,70.08,76.5,12397200,76.5
"433",80.12,86.77,76.5,81,14772200,81
"434",81.13,81.63,74.32,74.93,7037700,74.93
"435",75.79,76.29,70.77,71.76,8594200,71.76
"436",72.3,73.65,68.94,69.96,9372400,69.96
"437",70.66,72.75,70.01,72.08,6073000,72.08
"438",69.52,71.05,68.08,70.7,6747100,70.7
"439",68.41,69.37,61.32,63.35,12004300,63.35
"440",65.84,73.12,65.32,72.76,13046900,72.76
"441",71.78,71.99,68.41,69.58,9622200,69.58
"442",67.63,68.96,65.41,67.36,8726100,67.36
"443",69.42,70.95,66.59,67,11228100,67
"444",64.06,65.89,60.47,65.23,13385500,65.23
"445",65.79,66.43,58.5,58.52,12756000,58.52
"446",55.64,62.75,55.35,61.02,14324500,61.02
"447",61.97,63.5,56,56,13930900,56
"448",52.99,59.75,51.05,56.25,18021700,56.25
"449",58.96,62.21,57.37,62.02,11194800,62.02
"450",63.5,64,54.8,55.86,17306600,55.86
"451",54.46,54.69,48.35,48.72,16257600,48.72
"452",46.4,50.7,43.39,50.29,22081100,50.29
"453",48.83,62.33,48.41,50.65,12946400,50.65
"454",52.17,53.1,49.91,52.97,8452100,52.97
"455",51.86,52.95,49.92,50.23,8669600,50.23
"456",50.05,52.47,47.9,49.99,19513200,49.99
"457",43.37,50.91,43.31,50.32,32601900,50.32
"458",44.75,52.32,44.5,48.96,19605900,48.96
"459",49,52.59,48.43,49.58,11759200,49.58
"460",51.5,56.3,49.07,56.04,14834700,56.04
"461",55.53,59.79,54.52,56.89,15196300,56.89
"462",58.76,59.89,55.08,56.71,11125700,56.71
"463",56.01,57.25,55.01,57.24,8534600,57.24
"464",56.35,57.25,55.02,55.77,7170100,55.77
"465",57.16,58.73,55.22,58.45,7663800,58.45
"466",57.47,58,51.62,51.98,11498400,51.98
"467",49.8,51.04,46.3,47.22,15487800,47.22
"468",47.76,49.79,47.01,49.21,7439600,49.21
"469",49.98,50.68,46.86,48.46,8964900,48.46
"470",47.1,48.06,44.81,46.3,9939200,46.3
"471",43.99,45.44,40.9,41.56,14768600,41.56
"472",41.4,45,38.48,44.93,16935300,44.93
"473",43.61,44.5,41.5,41.75,11949700,41.75
"474",39.91,41.26,39.07,39.69,10711800,39.69
"475",39.73,40.66,36.08,38.44,15049200,38.44
"476",37.97,39,35.75,35.84,12521100,35.84
"477",35.29,39.72,34.68,35.03,18423900,35.03
"478",36.39,39,35.72,37.87,15042700,37.87
"479",38.79,43.44,38.7,42.5,14549700,42.5
"480",42.09,42.89,39.61,42.19,13015000,42.19
"481",40.87,44,40.29,43.96,13439700,43.96
"482",44.03,44.1,42.22,42.7,3481000,42.7
"483",42,43.26,40.38,40.47,11178900,40.47
"484",41.39,41.71,38.82,41.19,8713700,41.19
"485",40.16,45.88,40.05,45.21,15675600,45.21
"486",45.94,50.5,45.75,47.32,19782300,47.32
"487",45.89,48.49,43.3,48.26,14608800,48.26
"488",49.15,52.14,47.36,51.41,10940700,51.41
"489",49.81,54.48,49.7,51.25,13314800,51.25
"490",51.46,51.5,48.34,49.7,7753800,49.7
"491",49.33,50.49,48.17,48.25,7583600,48.25
"492",47.52,51.38,47.52,51.25,8664800,51.25
"493",50.65,50.95,48.15,48.85,7285400,48.85
"494",49.62,52.96,49.29,52.63,8862900,52.63
"495",52.26,54.77,51.53,53.18,9183100,53.18
"496",53,54.85,51.2,52.08,7518100,52.08
"497",51.59,52.99,50.92,51.56,10963200,51.56
"498",51.6,52.15,48.47,49.84,8925000,49.84
"499",50.12,51.61,50.12,51.08,5845400,51.08
"500",51.66,51.95,51.01,51.44,1645500,51.44
"501",53.79,53.95,51.55,51.78,6847300,51.78
"502",51.43,51.77,48.56,49.4,6507900,49.4
"503",49.51,51.21,48.74,50.76,6601300,50.76
"504",50.74,51.69,49.91,51.28,7792200,51.28
"505",51.35,54.53,51.07,54.36,7296400,54.36
"506",55.73,55.74,53.03,54.06,9509800,54.06
"507",54.55,58.22,53.75,57.36,11080100,57.36
"508",56.29,56.95,55.35,56.2,7942700,56.2
"509",54.99,57.32,54.58,57.16,6577900,57.16
"510",56.92,57,54.7,55.51,6684100,55.51
"511",54.12,54.3,50.87,51.92,9556300,51.92
"512",50.96,53.29,50.75,51.45,7883200,51.45
"513",50.1,50.1,48.14,48.49,10442600,48.49
"514",48.56,52.23,47.63,51.44,11617300,51.44
"515",51.8,52.33,49.53,51.59,8258200,51.59
"516",50.75,51.7,48.27,48.44,6767200,48.44
"517",49.31,50.69,48.25,50.54,5829500,50.54
"518",49.42,50.88,48.26,49.94,7133300,49.94
"519",48.9,51.42,48.45,50.63,5793300,50.63
"520",50.18,50.89,48.52,49.63,7155700,49.63
"521",49.3,50.42,47.72,48.44,8738200,48.44
"522",49.72,51.49,48.97,50.36,8056600,50.36
